,episode,timesteps,penalties,score
30634,30634,19,3,-25
30635,30635,12,0,9
30636,30636,19,1,-7
30637,30637,16,0,5
30638,30638,12,0,9
30639,30639,16,0,5
30640,30640,14,0,7
30641,30641,17,0,4
30642,30642,18,1,-6
30643,30643,17,0,4
30644,30644,11,1,1
30645,30645,19,0,2
30646,30646,7,1,5
30647,30647,10,0,11
30648,30648,16,0,5
30649,30649,19,0,2
30650,30650,12,0,9
30651,30651,19,1,-7
30652,30652,14,0,7
30653,30653,15,0,6
30654,30654,13,0,8
30655,30655,14,0,7
30656,30656,10,0,11
30657,30657,18,1,-6
30658,30658,15,1,-3
30659,30659,11,0,10
30660,30660,12,2,-9
30661,30661,11,1,1
30662,30662,12,0,9
30663,30663,13,0,8
30664,30664,15,0,6
30665,30665,11,0,10
30666,30666,13,0,8
30667,30667,19,0,2
30668,30668,18,1,-6
30669,30669,13,1,-1
30670,30670,16,0,5
30671,30671,14,0,7
30672,30672,16,0,5
30673,30673,15,0,6
30674,30674,12,0,9
30675,30675,14,2,-11
30676,30676,16,1,-4
30677,30677,15,1,-3
30678,30678,21,4,-36
30679,30679,21,0,0
30680,30680,20,0,1
30681,30681,13,1,-1
30682,30682,13,1,-1
30683,30683,19,2,-16
30684,30684,15,2,-12
30685,30685,18,0,3
30686,30686,11,0,10
30687,30687,13,2,-10
30688,30688,14,0,7
30689,30689,13,0,8
30690,30690,18,1,-6
30691,30691,17,0,4
30692,30692,20,1,-8
30693,30693,13,0,8
30694,30694,21,3,-27
30695,30695,19,0,2
30696,30696,19,3,-25
30697,30697,10,1,2
30698,30698,13,0,8
30699,30699,21,2,-18
30700,30700,16,1,-4
30701,30701,8,0,13
30702,30702,13,0,8
30703,30703,17,1,-5
30704,30704,16,1,-4
30705,30705,10,1,2
30706,30706,15,0,6
30707,30707,13,0,8
30708,30708,23,1,-11
30709,30709,17,0,4
30710,30710,10,0,11
30711,30711,15,0,6
30712,30712,15,0,6
30713,30713,9,0,12
30714,30714,17,1,-5
30715,30715,13,0,8
30716,30716,17,1,-5
30717,30717,11,0,10
30718,30718,16,0,5
30719,30719,16,0,5
30720,30720,13,2,-10
30721,30721,19,1,-7
30722,30722,18,0,3
30723,30723,13,0,8
30724,30724,17,0,4
30725,30725,16,2,-13
30726,30726,16,0,5
30727,30727,14,0,7
30728,30728,13,0,8
30729,30729,11,0,10
30730,30730,23,2,-20
30731,30731,12,0,9
30732,30732,11,0,10
30733,30733,12,0,9
30734,30734,7,0,14
30735,30735,10,0,11
30736,30736,18,0,3
30737,30737,12,0,9
30738,30738,18,1,-6
30739,30739,18,1,-6
30740,30740,14,0,7
30741,30741,12,0,9
30742,30742,18,2,-15
30743,30743,16,1,-4
30744,30744,15,1,-3
30745,30745,19,1,-7
30746,30746,13,0,8
30747,30747,13,0,8
30748,30748,10,1,2
30749,30749,24,0,-3
30750,30750,19,1,-7
30751,30751,18,1,-6
30752,30752,19,2,-16
30753,30753,9,0,12
30754,30754,19,0,2
30755,30755,18,0,3
30756,30756,15,0,6
30757,30757,15,1,-3
30758,30758,19,0,2
30759,30759,18,0,3
30760,30760,24,1,-12
30761,30761,13,0,8
30762,30762,16,0,5
30763,30763,9,0,12
30764,30764,17,0,4
30765,30765,17,2,-14
30766,30766,17,1,-5
30767,30767,15,1,-3
30768,30768,17,0,4
30769,30769,16,0,5
30770,30770,11,0,10
30771,30771,15,0,6
30772,30772,10,1,2
30773,30773,13,0,8
30774,30774,16,0,5
30775,30775,18,2,-15
30776,30776,14,0,7
30777,30777,19,1,-7
30778,30778,16,1,-4
30779,30779,11,0,10
30780,30780,13,0,8
30781,30781,17,1,-5
30782,30782,16,0,5
30783,30783,10,1,2
30784,30784,16,0,5
30785,30785,10,0,11
30786,30786,17,0,4
30787,30787,14,0,7
30788,30788,14,0,7
30789,30789,17,0,4
30790,30790,12,1,0
30791,30791,16,0,5
30792,30792,13,0,8
30793,30793,15,1,-3
30794,30794,15,2,-12
30795,30795,15,0,6
30796,30796,16,0,5
30797,30797,13,1,-1
30798,30798,9,0,12
30799,30799,20,2,-17
30800,30800,18,0,3
30801,30801,15,0,6
30802,30802,9,0,12
30803,30803,7,0,14
30804,30804,17,0,4
30805,30805,20,1,-8
30806,30806,16,1,-4
30807,30807,20,0,1
30808,30808,18,0,3
30809,30809,17,0,4
30810,30810,19,0,2
30811,30811,17,0,4
30812,30812,15,0,6
30813,30813,10,0,11
30814,30814,11,0,10
30815,30815,15,0,6
30816,30816,9,0,12
30817,30817,17,1,-5
30818,30818,13,1,-1
30819,30819,16,0,5
30820,30820,17,0,4
30821,30821,17,1,-5
30822,30822,9,0,12
30823,30823,16,0,5
30824,30824,11,0,10
30825,30825,16,0,5
30826,30826,15,0,6
30827,30827,13,0,8
30828,30828,18,0,3
30829,30829,17,0,4
30830,30830,17,0,4
30831,30831,7,0,14
30832,30832,13,0,8
30833,30833,16,0,5
30834,30834,17,2,-14
30835,30835,18,0,3
30836,30836,14,1,-2
30837,30837,11,0,10
30838,30838,16,0,5
30839,30839,14,1,-2
30840,30840,12,0,9
30841,30841,14,0,7
30842,30842,12,0,9
30843,30843,11,0,10
30844,30844,14,0,7
30845,30845,14,0,7
30846,30846,22,0,-1
30847,30847,18,0,3
30848,30848,19,0,2
30849,30849,14,0,7
30850,30850,13,1,-1
30851,30851,19,0,2
30852,30852,13,1,-1
30853,30853,16,0,5
30854,30854,17,0,4
30855,30855,14,0,7
30856,30856,14,0,7
30857,30857,19,1,-7
30858,30858,14,0,7
30859,30859,13,0,8
30860,30860,12,0,9
30861,30861,15,1,-3
30862,30862,16,2,-13
30863,30863,13,0,8
30864,30864,16,0,5
30865,30865,10,0,11
30866,30866,16,0,5
30867,30867,16,1,-4
30868,30868,9,1,3
30869,30869,18,0,3
30870,30870,14,0,7
30871,30871,17,0,4
30872,30872,14,0,7
30873,30873,15,0,6
30874,30874,15,1,-3
30875,30875,13,0,8
30876,30876,15,0,6
30877,30877,8,0,13
30878,30878,15,0,6
30879,30879,13,0,8
30880,30880,10,1,2
30881,30881,12,0,9
30882,30882,16,0,5
30883,30883,23,1,-11
30884,30884,11,0,10
30885,30885,14,0,7
30886,30886,12,0,9
30887,30887,15,2,-12
30888,30888,17,0,4
30889,30889,11,0,10
30890,30890,17,0,4
30891,30891,13,0,8
30892,30892,21,0,0
30893,30893,15,0,6
30894,30894,16,0,5
30895,30895,10,0,11
30896,30896,18,1,-6
30897,30897,22,0,-1
30898,30898,9,1,3
30899,30899,16,0,5
30900,30900,16,1,-4
30901,30901,10,0,11
30902,30902,18,0,3
30903,30903,13,0,8
30904,30904,14,0,7
30905,30905,10,0,11
30906,30906,16,0,5
30907,30907,15,1,-3
30908,30908,12,0,9
30909,30909,18,0,3
30910,30910,12,0,9
30911,30911,14,0,7
30912,30912,11,1,1
30913,30913,13,0,8
30914,30914,16,0,5
30915,30915,16,0,5
30916,30916,14,0,7
30917,30917,17,2,-14
30918,30918,13,1,-1
30919,30919,13,0,8
30920,30920,20,1,-8
30921,30921,20,1,-8
30922,30922,6,0,15
30923,30923,15,2,-12
30924,30924,20,0,1
30925,30925,16,0,5
30926,30926,16,1,-4
30927,30927,13,0,8
30928,30928,15,0,6
30929,30929,14,0,7
30930,30930,17,2,-14
30931,30931,13,0,8
30932,30932,15,0,6
30933,30933,9,0,12
30934,30934,18,0,3
30935,30935,15,0,6
30936,30936,7,0,14
30937,30937,17,1,-5
30938,30938,21,1,-9
30939,30939,20,2,-17
30940,30940,15,0,6
30941,30941,16,0,5
30942,30942,13,0,8
30943,30943,13,0,8
30944,30944,20,0,1
30945,30945,22,0,-1
30946,30946,14,1,-2
30947,30947,15,0,6
30948,30948,13,0,8
30949,30949,23,0,-2
30950,30950,17,0,4
30951,30951,19,2,-16
30952,30952,10,0,11
30953,30953,17,0,4
30954,30954,12,0,9
30955,30955,14,0,7
30956,30956,10,0,11
30957,30957,17,0,4
30958,30958,16,0,5
30959,30959,14,0,7
30960,30960,14,1,-2
30961,30961,15,0,6
30962,30962,16,2,-13
30963,30963,17,1,-5
30964,30964,17,0,4
30965,30965,17,0,4
30966,30966,21,2,-18
30967,30967,14,1,-2
30968,30968,16,0,5
30969,30969,18,1,-6
30970,30970,14,0,7
30971,30971,14,0,7
30972,30972,17,0,4
30973,30973,11,0,10
30974,30974,16,1,-4
30975,30975,17,0,4
30976,30976,10,0,11
30977,30977,16,0,5
30978,30978,14,0,7
30979,30979,16,0,5
30980,30980,13,0,8
30981,30981,23,2,-20
30982,30982,15,0,6
30983,30983,16,1,-4
30984,30984,12,0,9
30985,30985,14,0,7
30986,30986,14,3,-20
30987,30987,20,2,-17
30988,30988,16,2,-13
30989,30989,13,0,8
30990,30990,14,0,7
30991,30991,14,0,7
30992,30992,13,0,8
30993,30993,16,0,5
30994,30994,18,0,3
30995,30995,17,0,4
30996,30996,17,1,-5
30997,30997,15,1,-3
30998,30998,16,1,-4
30999,30999,21,1,-9
31000,31000,17,1,-5
31001,31001,18,0,3
31002,31002,12,1,0
31003,31003,10,0,11
31004,31004,18,1,-6
31005,31005,17,0,4
31006,31006,11,0,10
31007,31007,14,0,7
31008,31008,13,0,8
31009,31009,16,1,-4
31010,31010,17,0,4
31011,31011,24,1,-12
31012,31012,13,1,-1
31013,31013,22,1,-10
31014,31014,18,0,3
31015,31015,13,0,8
31016,31016,10,0,11
31017,31017,18,1,-6
31018,31018,12,0,9
31019,31019,16,2,-13
31020,31020,19,1,-7
31021,31021,7,0,14
31022,31022,14,0,7
31023,31023,13,0,8
31024,31024,11,2,-8
31025,31025,13,0,8
31026,31026,13,0,8
31027,31027,18,0,3
31028,31028,14,0,7
31029,31029,10,0,11
31030,31030,20,1,-8
31031,31031,20,1,-8
31032,31032,8,0,13
31033,31033,16,1,-4
31034,31034,15,0,6
31035,31035,12,0,9
31036,31036,17,1,-5
31037,31037,17,0,4
31038,31038,15,0,6
31039,31039,14,1,-2
31040,31040,13,1,-1
31041,31041,16,1,-4
31042,31042,13,0,8
31043,31043,17,1,-5
31044,31044,18,1,-6
31045,31045,12,0,9
31046,31046,16,1,-4
31047,31047,17,0,4
31048,31048,23,1,-11
31049,31049,22,1,-10
31050,31050,7,0,14
31051,31051,18,0,3
31052,31052,16,0,5
31053,31053,16,0,5
31054,31054,12,0,9
31055,31055,19,1,-7
31056,31056,20,0,1
31057,31057,12,0,9
31058,31058,11,0,10
31059,31059,18,1,-6
31060,31060,10,0,11
31061,31061,15,1,-3
31062,31062,19,0,2
31063,31063,11,0,10
31064,31064,12,0,9
31065,31065,22,4,-37
31066,31066,18,1,-6
31067,31067,24,2,-21
31068,31068,19,2,-16
31069,31069,12,0,9
31070,31070,14,0,7
31071,31071,13,0,8
31072,31072,12,0,9
31073,31073,14,1,-2
31074,31074,15,0,6
31075,31075,17,1,-5
31076,31076,17,0,4
31077,31077,21,3,-27
31078,31078,11,2,-8
31079,31079,16,0,5
31080,31080,13,0,8
31081,31081,9,0,12
31082,31082,16,0,5
31083,31083,17,1,-5
31084,31084,14,0,7
31085,31085,10,0,11
31086,31086,19,1,-7
31087,31087,17,0,4
31088,31088,16,0,5
31089,31089,19,0,2
31090,31090,13,0,8
31091,31091,18,1,-6
31092,31092,15,1,-3
31093,31093,20,0,1
31094,31094,10,0,11
31095,31095,12,0,9
31096,31096,19,0,2
31097,31097,16,0,5
31098,31098,16,0,5
31099,31099,11,0,10
31100,31100,21,2,-18
31101,31101,18,1,-6
31102,31102,11,0,10
31103,31103,16,0,5
31104,31104,13,0,8
31105,31105,11,0,10
31106,31106,16,0,5
31107,31107,14,0,7
31108,31108,14,0,7
31109,31109,21,2,-18
31110,31110,17,0,4
31111,31111,18,0,3
31112,31112,10,0,11
31113,31113,15,0,6
31114,31114,10,0,11
31115,31115,17,2,-14
31116,31116,15,1,-3
31117,31117,12,0,9
31118,31118,21,1,-9
31119,31119,14,1,-2
31120,31120,13,0,8
31121,31121,15,0,6
31122,31122,11,0,10
31123,31123,13,0,8
31124,31124,12,0,9
31125,31125,13,0,8
31126,31126,12,0,9
31127,31127,13,0,8
31128,31128,18,1,-6
31129,31129,14,0,7
31130,31130,15,0,6
31131,31131,13,0,8
31132,31132,19,2,-16
31133,31133,12,0,9
31134,31134,16,0,5
31135,31135,18,0,3
31136,31136,13,0,8
31137,31137,16,0,5
31138,31138,11,0,10
31139,31139,11,0,10
31140,31140,22,0,-1
31141,31141,11,0,10
31142,31142,8,0,13
31143,31143,12,0,9
31144,31144,18,0,3
31145,31145,17,1,-5
31146,31146,14,0,7
31147,31147,13,2,-10
31148,31148,16,1,-4
31149,31149,9,0,12
31150,31150,15,0,6
31151,31151,14,0,7
31152,31152,14,0,7
31153,31153,13,0,8
31154,31154,18,0,3
31155,31155,10,0,11
31156,31156,12,0,9
31157,31157,10,0,11
31158,31158,19,1,-7
31159,31159,20,1,-8
31160,31160,12,0,9
31161,31161,12,1,0
31162,31162,16,1,-4
31163,31163,14,0,7
31164,31164,16,1,-4
31165,31165,14,2,-11
31166,31166,19,0,2
31167,31167,18,2,-15
31168,31168,17,0,4
31169,31169,18,0,3
31170,31170,19,1,-7
31171,31171,14,0,7
31172,31172,13,0,8
31173,31173,11,0,10
31174,31174,11,0,10
31175,31175,9,0,12
31176,31176,14,0,7
31177,31177,9,0,12
31178,31178,9,0,12
31179,31179,19,1,-7
31180,31180,13,0,8
31181,31181,17,1,-5
31182,31182,23,2,-20
31183,31183,18,0,3
31184,31184,17,1,-5
31185,31185,23,0,-2
31186,31186,11,1,1
31187,31187,15,0,6
31188,31188,13,0,8
31189,31189,10,0,11
31190,31190,15,1,-3
31191,31191,19,0,2
31192,31192,18,0,3
31193,31193,18,0,3
31194,31194,13,0,8
31195,31195,15,1,-3
31196,31196,17,1,-5
31197,31197,23,0,-2
31198,31198,15,0,6
31199,31199,13,0,8
31200,31200,13,0,8
31201,31201,20,1,-8
31202,31202,15,0,6
31203,31203,13,1,-1
31204,31204,18,0,3
31205,31205,14,1,-2
31206,31206,13,1,-1
31207,31207,14,1,-2
31208,31208,12,0,9
31209,31209,11,0,10
31210,31210,12,0,9
31211,31211,14,1,-2
31212,31212,16,1,-4
31213,31213,9,0,12
31214,31214,16,0,5
31215,31215,16,0,5
31216,31216,14,0,7
31217,31217,13,0,8
31218,31218,13,2,-10
31219,31219,20,3,-26
31220,31220,12,0,9
31221,31221,15,0,6
31222,31222,14,0,7
31223,31223,19,1,-7
31224,31224,16,0,5
31225,31225,18,2,-15
31226,31226,13,0,8
31227,31227,19,1,-7
31228,31228,13,0,8
31229,31229,16,1,-4
31230,31230,15,0,6
31231,31231,15,1,-3
31232,31232,12,0,9
31233,31233,11,0,10
31234,31234,11,0,10
31235,31235,17,1,-5
31236,31236,14,0,7
31237,31237,14,0,7
31238,31238,15,1,-3
31239,31239,18,1,-6
31240,31240,17,1,-5
31241,31241,16,1,-4
31242,31242,11,0,10
31243,31243,20,1,-8
31244,31244,12,1,0
31245,31245,13,0,8
31246,31246,18,0,3
31247,31247,13,1,-1
31248,31248,13,0,8
31249,31249,15,0,6
31250,31250,12,0,9
31251,31251,18,1,-6
31252,31252,12,1,0
31253,31253,14,0,7
31254,31254,14,0,7
31255,31255,17,0,4
31256,31256,13,0,8
31257,31257,18,0,3
31258,31258,10,0,11
31259,31259,16,0,5
31260,31260,14,2,-11
31261,31261,14,0,7
31262,31262,17,1,-5
31263,31263,21,1,-9
31264,31264,16,0,5
31265,31265,18,0,3
31266,31266,12,0,9
31267,31267,21,1,-9
31268,31268,7,0,14
31269,31269,18,1,-6
31270,31270,15,1,-3
31271,31271,11,0,10
31272,31272,17,1,-5
31273,31273,11,0,10
31274,31274,16,0,5
31275,31275,18,2,-15
31276,31276,19,0,2
31277,31277,15,1,-3
31278,31278,15,2,-12
31279,31279,20,1,-8
31280,31280,13,0,8
31281,31281,14,0,7
31282,31282,12,0,9
31283,31283,15,0,6
31284,31284,23,1,-11
31285,31285,15,0,6
31286,31286,14,1,-2
31287,31287,14,0,7
31288,31288,14,1,-2
31289,31289,15,0,6
31290,31290,16,1,-4
31291,31291,12,0,9
31292,31292,10,0,11
31293,31293,13,0,8
31294,31294,16,0,5
31295,31295,19,2,-16
31296,31296,22,1,-10
31297,31297,14,0,7
31298,31298,20,0,1
31299,31299,18,1,-6
31300,31300,15,0,6
31301,31301,18,0,3
31302,31302,18,0,3
31303,31303,18,0,3
31304,31304,15,1,-3
31305,31305,9,0,12
31306,31306,10,0,11
31307,31307,18,1,-6
31308,31308,11,0,10
31309,31309,13,1,-1
31310,31310,13,1,-1
31311,31311,13,0,8
31312,31312,11,0,10
31313,31313,11,0,10
31314,31314,18,2,-15
31315,31315,16,0,5
31316,31316,14,0,7
31317,31317,21,0,0
31318,31318,21,0,0
31319,31319,12,0,9
31320,31320,16,0,5
31321,31321,18,1,-6
31322,31322,11,1,1
31323,31323,17,1,-5
31324,31324,18,1,-6
31325,31325,18,0,3
31326,31326,13,0,8
31327,31327,13,0,8
31328,31328,12,1,0
31329,31329,13,1,-1
31330,31330,19,0,2
31331,31331,13,2,-10
31332,31332,15,1,-3
31333,31333,14,0,7
31334,31334,15,1,-3
31335,31335,10,0,11
31336,31336,13,0,8
31337,31337,19,2,-16
31338,31338,21,1,-9
31339,31339,15,0,6
31340,31340,14,1,-2
31341,31341,15,0,6
31342,31342,13,0,8
31343,31343,14,1,-2
31344,31344,15,0,6
31345,31345,21,1,-9
31346,31346,16,1,-4
31347,31347,15,0,6
31348,31348,14,0,7
31349,31349,23,0,-2
31350,31350,17,0,4
31351,31351,18,1,-6
31352,31352,16,0,5
31353,31353,14,1,-2
31354,31354,15,0,6
31355,31355,11,0,10
31356,31356,13,0,8
31357,31357,10,0,11
31358,31358,16,0,5
31359,31359,13,0,8
31360,31360,19,2,-16
31361,31361,13,0,8
31362,31362,18,0,3
31363,31363,11,0,10
31364,31364,15,0,6
31365,31365,13,0,8
31366,31366,12,0,9
31367,31367,16,0,5
31368,31368,20,1,-8
31369,31369,14,0,7
31370,31370,10,0,11
31371,31371,15,2,-12
31372,31372,15,0,6
31373,31373,14,0,7
31374,31374,16,0,5
31375,31375,12,0,9
31376,31376,15,0,6
31377,31377,14,0,7
31378,31378,20,0,1
31379,31379,14,1,-2
31380,31380,13,0,8
31381,31381,8,0,13
31382,31382,13,0,8
31383,31383,18,2,-15
31384,31384,18,0,3
31385,31385,15,0,6
31386,31386,13,0,8
31387,31387,7,0,14
31388,31388,15,1,-3
31389,31389,17,1,-5
31390,31390,12,0,9
31391,31391,20,0,1
31392,31392,15,1,-3
31393,31393,19,0,2
31394,31394,12,0,9
31395,31395,18,1,-6
31396,31396,18,0,3
31397,31397,17,0,4
31398,31398,12,2,-9
31399,31399,9,0,12
31400,31400,16,1,-4
31401,31401,20,2,-17
31402,31402,15,0,6
31403,31403,21,2,-18
31404,31404,10,0,11
31405,31405,12,0,9
31406,31406,8,0,13
31407,31407,11,0,10
31408,31408,12,0,9
31409,31409,22,2,-19
31410,31410,12,0,9
31411,31411,16,0,5
31412,31412,15,0,6
31413,31413,17,2,-14
31414,31414,11,0,10
31415,31415,16,0,5
31416,31416,14,0,7
31417,31417,17,0,4
31418,31418,15,0,6
31419,31419,16,0,5
31420,31420,16,0,5
31421,31421,15,1,-3
31422,31422,16,0,5
31423,31423,13,0,8
31424,31424,17,1,-5
31425,31425,13,0,8
31426,31426,8,0,13
31427,31427,11,0,10
31428,31428,12,0,9
31429,31429,17,0,4
31430,31430,13,0,8
31431,31431,10,0,11
31432,31432,18,2,-15
31433,31433,13,0,8
31434,31434,9,0,12
31435,31435,11,0,10
31436,31436,14,0,7
31437,31437,14,0,7
31438,31438,17,0,4
31439,31439,15,0,6
31440,31440,14,0,7
31441,31441,7,0,14
31442,31442,17,0,4
31443,31443,16,0,5
31444,31444,14,0,7
31445,31445,18,0,3
31446,31446,15,2,-12
31447,31447,18,2,-15
31448,31448,15,0,6
31449,31449,10,0,11
31450,31450,9,0,12
31451,31451,15,0,6
31452,31452,20,2,-17
31453,31453,16,1,-4
31454,31454,14,0,7
31455,31455,12,0,9
31456,31456,17,1,-5
31457,31457,14,0,7
31458,31458,10,1,2
31459,31459,16,1,-4
31460,31460,16,2,-13
31461,31461,12,0,9
31462,31462,17,0,4
31463,31463,10,1,2
31464,31464,12,0,9
31465,31465,14,0,7
31466,31466,14,0,7
31467,31467,19,0,2
31468,31468,17,0,4
31469,31469,20,1,-8
31470,31470,16,0,5
31471,31471,14,0,7
31472,31472,22,3,-28
31473,31473,17,2,-14
31474,31474,13,2,-10
31475,31475,19,0,2
31476,31476,21,1,-9
31477,31477,19,0,2
31478,31478,13,0,8
31479,31479,16,0,5
31480,31480,15,1,-3
31481,31481,16,0,5
31482,31482,16,1,-4
31483,31483,10,0,11
31484,31484,14,1,-2
31485,31485,15,1,-3
31486,31486,16,0,5
31487,31487,11,0,10
31488,31488,16,0,5
31489,31489,13,0,8
31490,31490,18,1,-6
31491,31491,14,1,-2
31492,31492,15,1,-3
31493,31493,13,1,-1
31494,31494,14,0,7
31495,31495,19,0,2
31496,31496,19,1,-7
31497,31497,17,0,4
31498,31498,18,0,3
31499,31499,17,0,4
31500,31500,19,1,-7
31501,31501,13,0,8
31502,31502,15,0,6
31503,31503,18,1,-6
31504,31504,16,0,5
31505,31505,16,0,5
31506,31506,11,0,10
31507,31507,15,1,-3
31508,31508,14,0,7
31509,31509,9,0,12
31510,31510,13,0,8
31511,31511,9,0,12
31512,31512,8,1,4
31513,31513,22,1,-10
31514,31514,10,0,11
31515,31515,16,0,5
31516,31516,11,2,-8
31517,31517,15,0,6
31518,31518,15,1,-3
31519,31519,11,0,10
31520,31520,18,1,-6
31521,31521,11,0,10
31522,31522,16,0,5
31523,31523,12,0,9
31524,31524,16,0,5
31525,31525,19,2,-16
31526,31526,15,0,6
31527,31527,15,1,-3
31528,31528,16,0,5
31529,31529,16,0,5
31530,31530,19,2,-16
31531,31531,9,0,12
31532,31532,20,1,-8
31533,31533,19,1,-7
31534,31534,18,1,-6
31535,31535,19,1,-7
31536,31536,10,0,11
31537,31537,14,2,-11
31538,31538,15,0,6
31539,31539,10,0,11
31540,31540,14,0,7
31541,31541,15,0,6
31542,31542,13,1,-1
31543,31543,6,0,15
31544,31544,19,0,2
31545,31545,16,2,-13
31546,31546,12,0,9
31547,31547,15,2,-12
31548,31548,17,1,-5
31549,31549,13,0,8
31550,31550,17,0,4
31551,31551,18,1,-6
31552,31552,16,1,-4
31553,31553,15,1,-3
31554,31554,13,0,8
31555,31555,12,0,9
31556,31556,12,0,9
31557,31557,15,0,6
31558,31558,15,0,6
31559,31559,6,0,15
31560,31560,18,2,-15
31561,31561,14,0,7
31562,31562,11,0,10
31563,31563,20,2,-17
31564,31564,13,0,8
31565,31565,15,0,6
31566,31566,16,2,-13
31567,31567,8,0,13
31568,31568,21,1,-9
31569,31569,18,1,-6
31570,31570,11,0,10
31571,31571,20,1,-8
31572,31572,16,0,5
31573,31573,18,0,3
31574,31574,19,0,2
31575,31575,15,0,6
31576,31576,21,3,-27
31577,31577,13,0,8
31578,31578,17,0,4
31579,31579,16,0,5
31580,31580,16,0,5
31581,31581,13,1,-1
31582,31582,16,1,-4
31583,31583,17,1,-5
31584,31584,13,0,8
31585,31585,17,1,-5
31586,31586,10,0,11
31587,31587,13,0,8
31588,31588,13,1,-1
31589,31589,10,1,2
31590,31590,6,0,15
31591,31591,18,0,3
31592,31592,13,0,8
31593,31593,15,3,-21
31594,31594,21,1,-9
31595,31595,11,0,10
31596,31596,19,3,-25
31597,31597,11,1,1
31598,31598,12,0,9
31599,31599,20,0,1
31600,31600,7,0,14
31601,31601,15,0,6
31602,31602,16,0,5
31603,31603,13,0,8
31604,31604,14,0,7
31605,31605,15,0,6
31606,31606,16,1,-4
31607,31607,16,0,5
31608,31608,14,1,-2
31609,31609,12,0,9
31610,31610,14,0,7
31611,31611,15,1,-3
31612,31612,19,0,2
31613,31613,19,1,-7
31614,31614,18,1,-6
31615,31615,13,1,-1
31616,31616,19,0,2
31617,31617,11,0,10
31618,31618,16,0,5
31619,31619,15,0,6
31620,31620,17,0,4
31621,31621,14,0,7
31622,31622,17,0,4
31623,31623,18,1,-6
31624,31624,14,0,7
31625,31625,14,0,7
31626,31626,12,1,0
31627,31627,15,1,-3
31628,31628,16,0,5
31629,31629,11,0,10
31630,31630,17,1,-5
31631,31631,10,0,11
31632,31632,11,1,1
31633,31633,14,1,-2
31634,31634,17,1,-5
31635,31635,18,1,-6
31636,31636,21,0,0
31637,31637,20,0,1
31638,31638,9,0,12
31639,31639,11,0,10
31640,31640,14,1,-2
31641,31641,17,0,4
31642,31642,13,0,8
31643,31643,13,1,-1
31644,31644,16,0,5
31645,31645,10,0,11
31646,31646,15,1,-3
31647,31647,14,1,-2
31648,31648,14,0,7
31649,31649,17,0,4
31650,31650,14,0,7
31651,31651,14,1,-2
31652,31652,8,1,4
31653,31653,17,1,-5
31654,31654,11,0,10
31655,31655,13,0,8
31656,31656,17,0,4
31657,31657,15,1,-3
31658,31658,14,0,7
31659,31659,12,1,0
31660,31660,21,0,0
31661,31661,17,0,4
31662,31662,12,1,0
31663,31663,11,0,10
31664,31664,15,0,6
31665,31665,17,0,4
31666,31666,10,0,11
31667,31667,16,0,5
31668,31668,16,0,5
31669,31669,17,1,-5
31670,31670,19,1,-7
31671,31671,16,1,-4
31672,31672,17,0,4
31673,31673,21,0,0
31674,31674,18,0,3
31675,31675,15,0,6
31676,31676,24,2,-21
31677,31677,17,0,4
31678,31678,14,0,7
31679,31679,11,1,1
31680,31680,13,0,8
31681,31681,14,0,7
31682,31682,15,0,6
31683,31683,14,0,7
31684,31684,11,0,10
31685,31685,12,0,9
31686,31686,10,0,11
31687,31687,13,0,8
31688,31688,14,0,7
31689,31689,14,0,7
31690,31690,12,0,9
31691,31691,22,2,-19
31692,31692,7,0,14
31693,31693,10,0,11
31694,31694,16,1,-4
31695,31695,14,0,7
31696,31696,12,1,0
31697,31697,17,0,4
31698,31698,16,0,5
31699,31699,10,0,11
31700,31700,15,1,-3
31701,31701,22,1,-10
31702,31702,16,0,5
31703,31703,19,0,2
31704,31704,16,0,5
31705,31705,20,0,1
31706,31706,14,0,7
31707,31707,12,0,9
31708,31708,16,2,-13
31709,31709,14,1,-2
31710,31710,18,0,3
31711,31711,18,1,-6
31712,31712,12,0,9
31713,31713,18,1,-6
31714,31714,10,0,11
31715,31715,10,0,11
31716,31716,12,0,9
31717,31717,16,0,5
31718,31718,8,0,13
31719,31719,11,0,10
31720,31720,11,0,10
31721,31721,10,0,11
31722,31722,16,0,5
31723,31723,14,0,7
31724,31724,12,0,9
31725,31725,12,1,0
31726,31726,18,1,-6
31727,31727,16,0,5
31728,31728,17,0,4
31729,31729,11,0,10
31730,31730,13,0,8
31731,31731,18,2,-15
31732,31732,18,0,3
31733,31733,10,0,11
31734,31734,15,1,-3
31735,31735,13,0,8
31736,31736,14,0,7
31737,31737,11,0,10
31738,31738,16,1,-4
31739,31739,15,0,6
31740,31740,19,0,2
31741,31741,15,2,-12
31742,31742,11,0,10
31743,31743,12,0,9
31744,31744,13,0,8
31745,31745,11,0,10
31746,31746,14,0,7
31747,31747,17,0,4
31748,31748,15,0,6
31749,31749,9,0,12
31750,31750,12,1,0
31751,31751,12,0,9
31752,31752,10,1,2
31753,31753,16,0,5
31754,31754,18,1,-6
31755,31755,14,1,-2
31756,31756,15,0,6
31757,31757,24,2,-21
31758,31758,14,0,7
31759,31759,14,0,7
31760,31760,19,1,-7
31761,31761,23,3,-29
31762,31762,13,0,8
31763,31763,17,1,-5
31764,31764,21,2,-18
31765,31765,15,0,6
31766,31766,15,1,-3
31767,31767,21,1,-9
31768,31768,15,0,6
