,episode,timesteps,penalties,score
65018,65018,17,2,-14
65019,65019,20,3,-26
65020,65020,14,0,7
65021,65021,18,2,-15
65022,65022,15,0,6
65023,65023,13,0,8
65024,65024,12,1,0
65025,65025,13,2,-10
65026,65026,13,0,8
65027,65027,18,0,3
65028,65028,21,2,-18
65029,65029,19,0,2
65030,65030,21,1,-9
65031,65031,10,0,11
65032,65032,20,1,-8
65033,65033,17,2,-14
65034,65034,14,0,7
65035,65035,16,0,5
65036,65036,9,0,12
65037,65037,11,0,10
65038,65038,12,0,9
65039,65039,9,1,3
65040,65040,14,0,7
65041,65041,8,0,13
65042,65042,11,0,10
65043,65043,11,0,10
65044,65044,12,0,9
65045,65045,13,0,8
65046,65046,13,0,8
65047,65047,14,0,7
65048,65048,12,0,9
65049,65049,11,1,1
65050,65050,17,0,4
65051,65051,17,0,4
65052,65052,15,0,6
65053,65053,11,1,1
65054,65054,19,0,2
65055,65055,19,1,-7
65056,65056,18,1,-6
65057,65057,18,0,3
65058,65058,15,0,6
65059,65059,14,0,7
65060,65060,12,0,9
65061,65061,8,1,4
65062,65062,14,0,7
65063,65063,11,0,10
65064,65064,13,1,-1
65065,65065,18,2,-15
65066,65066,15,0,6
65067,65067,21,1,-9
65068,65068,16,0,5
65069,65069,12,0,9
65070,65070,14,0,7
65071,65071,14,0,7
65072,65072,17,0,4
65073,65073,17,1,-5
65074,65074,12,0,9
65075,65075,12,2,-9
65076,65076,15,1,-3
65077,65077,17,1,-5
65078,65078,18,1,-6
65079,65079,14,0,7
65080,65080,14,0,7
65081,65081,8,0,13
65082,65082,17,0,4
65083,65083,12,0,9
65084,65084,14,2,-11
65085,65085,17,2,-14
65086,65086,12,0,9
65087,65087,15,0,6
65088,65088,13,0,8
65089,65089,15,0,6
65090,65090,17,0,4
65091,65091,13,2,-10
65092,65092,12,0,9
65093,65093,18,0,3
65094,65094,14,0,7
65095,65095,13,0,8
65096,65096,13,0,8
65097,65097,9,1,3
65098,65098,13,0,8
65099,65099,7,0,14
65100,65100,16,1,-4
65101,65101,14,1,-2
65102,65102,14,1,-2
65103,65103,15,0,6
65104,65104,13,0,8
65105,65105,11,0,10
65106,65106,15,1,-3
65107,65107,14,2,-11
65108,65108,14,0,7
65109,65109,17,0,4
65110,65110,10,0,11
65111,65111,12,0,9
65112,65112,13,0,8
65113,65113,13,0,8
65114,65114,12,0,9
65115,65115,17,0,4
65116,65116,25,3,-31
65117,65117,11,0,10
65118,65118,16,0,5
65119,65119,13,0,8
65120,65120,17,1,-5
65121,65121,17,2,-14
65122,65122,10,0,11
65123,65123,15,0,6
65124,65124,18,0,3
65125,65125,19,0,2
65126,65126,13,0,8
65127,65127,14,0,7
65128,65128,16,0,5
65129,65129,13,0,8
65130,65130,17,2,-14
65131,65131,17,1,-5
65132,65132,16,1,-4
65133,65133,16,1,-4
65134,65134,15,0,6
65135,65135,10,1,2
65136,65136,18,0,3
65137,65137,19,0,2
65138,65138,14,1,-2
65139,65139,15,0,6
65140,65140,14,0,7
65141,65141,16,1,-4
65142,65142,18,0,3
65143,65143,19,0,2
65144,65144,16,0,5
65145,65145,15,1,-3
65146,65146,19,0,2
65147,65147,16,2,-13
65148,65148,12,0,9
65149,65149,14,0,7
65150,65150,15,2,-12
65151,65151,16,0,5
65152,65152,15,1,-3
65153,65153,21,1,-9
65154,65154,17,1,-5
65155,65155,22,0,-1
65156,65156,12,0,9
65157,65157,10,0,11
65158,65158,11,0,10
65159,65159,16,1,-4
65160,65160,15,1,-3
65161,65161,18,0,3
65162,65162,19,0,2
65163,65163,10,1,2
65164,65164,7,0,14
65165,65165,19,1,-7
65166,65166,13,0,8
65167,65167,11,0,10
65168,65168,21,1,-9
65169,65169,14,0,7
65170,65170,20,2,-17
65171,65171,15,0,6
65172,65172,18,0,3
65173,65173,17,3,-23
65174,65174,19,1,-7
65175,65175,12,1,0
65176,65176,14,0,7
65177,65177,14,0,7
65178,65178,17,2,-14
65179,65179,13,0,8
65180,65180,19,0,2
65181,65181,18,0,3
65182,65182,14,1,-2
65183,65183,17,0,4
65184,65184,14,0,7
65185,65185,15,3,-21
65186,65186,10,0,11
65187,65187,10,0,11
65188,65188,14,0,7
65189,65189,10,0,11
65190,65190,11,0,10
65191,65191,19,0,2
65192,65192,14,1,-2
65193,65193,15,0,6
65194,65194,13,0,8
65195,65195,17,0,4
65196,65196,11,2,-8
65197,65197,18,0,3
65198,65198,23,2,-20
65199,65199,15,1,-3
65200,65200,20,0,1
65201,65201,16,0,5
65202,65202,13,0,8
65203,65203,9,0,12
65204,65204,20,0,1
65205,65205,16,2,-13
65206,65206,15,1,-3
65207,65207,16,1,-4
65208,65208,14,0,7
65209,65209,15,0,6
65210,65210,20,1,-8
65211,65211,13,0,8
65212,65212,12,1,0
65213,65213,15,1,-3
65214,65214,17,0,4
65215,65215,16,0,5
65216,65216,14,0,7
65217,65217,14,1,-2
65218,65218,16,0,5
65219,65219,11,0,10
65220,65220,20,1,-8
65221,65221,10,0,11
65222,65222,13,1,-1
65223,65223,18,0,3
65224,65224,16,0,5
65225,65225,12,0,9
65226,65226,17,2,-14
65227,65227,11,0,10
65228,65228,14,0,7
65229,65229,9,0,12
65230,65230,13,0,8
65231,65231,12,1,0
65232,65232,13,1,-1
65233,65233,15,0,6
65234,65234,11,0,10
65235,65235,16,1,-4
65236,65236,17,1,-5
65237,65237,6,0,15
65238,65238,16,0,5
65239,65239,21,2,-18
65240,65240,14,1,-2
65241,65241,8,0,13
65242,65242,14,0,7
65243,65243,20,2,-17
65244,65244,14,0,7
65245,65245,13,0,8
65246,65246,14,0,7
65247,65247,13,0,8
65248,65248,9,0,12
65249,65249,20,2,-17
65250,65250,14,1,-2
65251,65251,14,0,7
65252,65252,13,1,-1
65253,65253,19,0,2
65254,65254,13,0,8
65255,65255,20,0,1
65256,65256,14,0,7
65257,65257,16,0,5
65258,65258,19,1,-7
65259,65259,20,1,-8
65260,65260,13,0,8
65261,65261,17,0,4
65262,65262,12,0,9
65263,65263,18,1,-6
65264,65264,11,0,10
65265,65265,18,1,-6
65266,65266,15,0,6
65267,65267,14,0,7
65268,65268,8,1,4
65269,65269,9,0,12
65270,65270,14,0,7
65271,65271,15,0,6
65272,65272,11,0,10
65273,65273,17,0,4
65274,65274,13,0,8
65275,65275,13,1,-1
65276,65276,18,1,-6
65277,65277,14,0,7
65278,65278,19,1,-7
65279,65279,13,0,8
65280,65280,13,0,8
65281,65281,16,0,5
65282,65282,11,0,10
65283,65283,14,0,7
65284,65284,9,1,3
65285,65285,13,0,8
65286,65286,11,0,10
65287,65287,15,1,-3
65288,65288,15,0,6
65289,65289,15,0,6
65290,65290,14,2,-11
65291,65291,20,0,1
65292,65292,17,2,-14
65293,65293,16,1,-4
65294,65294,11,1,1
65295,65295,20,0,1
65296,65296,18,0,3
65297,65297,15,0,6
65298,65298,16,0,5
65299,65299,15,1,-3
65300,65300,16,0,5
65301,65301,10,0,11
65302,65302,17,2,-14
65303,65303,16,2,-13
65304,65304,10,0,11
65305,65305,10,0,11
65306,65306,17,1,-5
65307,65307,12,0,9
65308,65308,15,0,6
65309,65309,17,0,4
65310,65310,15,0,6
65311,65311,11,0,10
65312,65312,15,0,6
65313,65313,16,0,5
65314,65314,12,0,9
65315,65315,17,0,4
65316,65316,12,0,9
65317,65317,17,0,4
65318,65318,16,0,5
65319,65319,14,0,7
65320,65320,14,1,-2
65321,65321,10,0,11
65322,65322,13,0,8
65323,65323,17,0,4
65324,65324,20,1,-8
65325,65325,11,1,1
65326,65326,17,0,4
65327,65327,16,0,5
65328,65328,10,1,2
65329,65329,11,1,1
65330,65330,17,1,-5
65331,65331,11,0,10
65332,65332,15,0,6
65333,65333,16,0,5
65334,65334,16,1,-4
65335,65335,17,0,4
65336,65336,17,1,-5
65337,65337,19,0,2
65338,65338,13,0,8
65339,65339,10,0,11
65340,65340,18,0,3
65341,65341,12,2,-9
65342,65342,19,2,-16
65343,65343,21,1,-9
65344,65344,14,0,7
65345,65345,15,0,6
65346,65346,11,0,10
65347,65347,14,0,7
65348,65348,18,1,-6
65349,65349,13,0,8
65350,65350,15,0,6
65351,65351,15,0,6
65352,65352,13,2,-10
65353,65353,13,0,8
65354,65354,14,0,7
65355,65355,21,0,0
65356,65356,16,0,5
65357,65357,19,1,-7
65358,65358,17,0,4
65359,65359,15,0,6
65360,65360,17,2,-14
65361,65361,15,0,6
65362,65362,16,0,5
65363,65363,13,0,8
65364,65364,12,0,9
65365,65365,16,0,5
65366,65366,11,0,10
65367,65367,28,2,-25
65368,65368,16,0,5
65369,65369,13,3,-19
65370,65370,18,0,3
65371,65371,20,0,1
65372,65372,19,1,-7
65373,65373,12,0,9
65374,65374,13,0,8
65375,65375,20,1,-8
65376,65376,10,0,11
65377,65377,15,0,6
65378,65378,15,0,6
65379,65379,13,0,8
65380,65380,11,0,10
65381,65381,19,0,2
65382,65382,16,0,5
65383,65383,17,0,4
65384,65384,13,0,8
65385,65385,19,1,-7
65386,65386,12,1,0
65387,65387,10,0,11
65388,65388,11,1,1
65389,65389,11,0,10
65390,65390,9,1,3
65391,65391,15,0,6
65392,65392,14,1,-2
65393,65393,17,1,-5
65394,65394,21,0,0
65395,65395,14,1,-2
65396,65396,11,0,10
65397,65397,16,0,5
65398,65398,12,1,0
65399,65399,13,0,8
65400,65400,9,0,12
65401,65401,17,1,-5
65402,65402,13,1,-1
65403,65403,12,0,9
65404,65404,12,1,0
65405,65405,14,0,7
65406,65406,23,0,-2
65407,65407,14,1,-2
65408,65408,11,0,10
65409,65409,19,1,-7
65410,65410,12,0,9
65411,65411,12,0,9
65412,65412,19,1,-7
65413,65413,19,0,2
65414,65414,13,0,8
65415,65415,22,2,-19
65416,65416,20,0,1
65417,65417,18,0,3
65418,65418,16,1,-4
65419,65419,15,0,6
65420,65420,16,0,5
65421,65421,9,0,12
65422,65422,12,0,9
65423,65423,7,0,14
65424,65424,13,0,8
65425,65425,13,0,8
65426,65426,11,0,10
65427,65427,17,0,4
65428,65428,11,0,10
65429,65429,15,0,6
65430,65430,14,1,-2
65431,65431,12,0,9
65432,65432,17,0,4
65433,65433,16,2,-13
65434,65434,18,1,-6
65435,65435,16,0,5
65436,65436,15,0,6
65437,65437,12,0,9
65438,65438,14,0,7
65439,65439,20,1,-8
65440,65440,18,0,3
65441,65441,17,0,4
65442,65442,18,2,-15
65443,65443,20,0,1
65444,65444,19,1,-7
65445,65445,16,0,5
65446,65446,16,0,5
65447,65447,12,1,0
65448,65448,18,1,-6
65449,65449,12,0,9
65450,65450,16,0,5
65451,65451,11,0,10
65452,65452,17,0,4
65453,65453,10,0,11
65454,65454,11,0,10
65455,65455,15,1,-3
65456,65456,10,0,11
65457,65457,14,0,7
65458,65458,11,0,10
65459,65459,14,0,7
65460,65460,15,0,6
65461,65461,16,1,-4
65462,65462,13,0,8
65463,65463,13,0,8
65464,65464,21,0,0
65465,65465,17,1,-5
65466,65466,17,0,4
65467,65467,9,0,12
65468,65468,16,1,-4
65469,65469,15,0,6
65470,65470,15,1,-3
65471,65471,12,1,0
65472,65472,13,0,8
65473,65473,16,0,5
65474,65474,15,1,-3
65475,65475,15,1,-3
65476,65476,10,0,11
65477,65477,13,0,8
65478,65478,13,0,8
65479,65479,15,0,6
65480,65480,13,0,8
65481,65481,13,1,-1
65482,65482,12,0,9
65483,65483,11,0,10
65484,65484,12,1,0
65485,65485,14,1,-2
65486,65486,17,0,4
65487,65487,14,0,7
65488,65488,12,0,9
65489,65489,19,0,2
65490,65490,14,0,7
65491,65491,16,0,5
65492,65492,17,1,-5
65493,65493,13,0,8
65494,65494,12,0,9
65495,65495,11,0,10
65496,65496,15,0,6
65497,65497,19,1,-7
65498,65498,8,0,13
65499,65499,12,0,9
65500,65500,15,0,6
65501,65501,11,1,1
65502,65502,15,0,6
65503,65503,16,0,5
65504,65504,18,0,3
65505,65505,9,0,12
65506,65506,12,0,9
65507,65507,11,0,10
65508,65508,19,1,-7
65509,65509,13,0,8
65510,65510,13,1,-1
65511,65511,20,1,-8
65512,65512,11,0,10
65513,65513,22,0,-1
65514,65514,14,3,-20
65515,65515,7,0,14
65516,65516,17,0,4
65517,65517,18,0,3
65518,65518,15,0,6
65519,65519,16,1,-4
65520,65520,15,0,6
65521,65521,18,0,3
65522,65522,12,0,9
65523,65523,14,0,7
65524,65524,16,0,5
65525,65525,18,0,3
65526,65526,10,0,11
65527,65527,14,0,7
65528,65528,15,2,-12
65529,65529,13,0,8
65530,65530,13,0,8
65531,65531,20,0,1
65532,65532,14,0,7
65533,65533,11,0,10
65534,65534,6,0,15
65535,65535,19,1,-7
65536,65536,11,1,1
65537,65537,26,2,-23
65538,65538,10,0,11
65539,65539,17,0,4
65540,65540,11,0,10
65541,65541,13,0,8
65542,65542,12,0,9
65543,65543,16,0,5
65544,65544,16,1,-4
65545,65545,8,0,13
65546,65546,17,1,-5
65547,65547,23,2,-20
65548,65548,14,0,7
65549,65549,20,1,-8
65550,65550,8,0,13
65551,65551,10,0,11
65552,65552,21,0,0
65553,65553,19,2,-16
65554,65554,23,0,-2
65555,65555,19,1,-7
65556,65556,16,1,-4
65557,65557,15,1,-3
65558,65558,14,0,7
65559,65559,15,2,-12
65560,65560,11,0,10
65561,65561,15,0,6
65562,65562,17,0,4
65563,65563,13,0,8
65564,65564,9,0,12
65565,65565,10,0,11
65566,65566,20,1,-8
65567,65567,14,1,-2
65568,65568,15,1,-3
65569,65569,12,1,0
65570,65570,17,2,-14
65571,65571,15,0,6
65572,65572,16,0,5
65573,65573,13,1,-1
65574,65574,10,0,11
65575,65575,13,0,8
65576,65576,14,1,-2
65577,65577,20,0,1
65578,65578,18,1,-6
65579,65579,19,2,-16
65580,65580,6,0,15
65581,65581,19,2,-16
65582,65582,18,0,3
65583,65583,14,0,7
65584,65584,12,0,9
65585,65585,14,0,7
65586,65586,13,0,8
65587,65587,13,0,8
65588,65588,8,0,13
65589,65589,14,0,7
65590,65590,18,1,-6
65591,65591,7,0,14
65592,65592,17,0,4
65593,65593,16,0,5
65594,65594,11,0,10
65595,65595,17,1,-5
65596,65596,18,2,-15
65597,65597,10,0,11
65598,65598,12,1,0
65599,65599,13,0,8
65600,65600,16,0,5
65601,65601,16,1,-4
65602,65602,10,0,11
65603,65603,16,0,5
65604,65604,11,0,10
65605,65605,8,0,13
65606,65606,9,0,12
65607,65607,13,0,8
65608,65608,11,1,1
65609,65609,13,0,8
65610,65610,19,1,-7
65611,65611,13,0,8
65612,65612,7,0,14
65613,65613,11,0,10
65614,65614,20,0,1
65615,65615,22,2,-19
65616,65616,23,1,-11
65617,65617,17,0,4
65618,65618,21,0,0
65619,65619,8,0,13
65620,65620,20,1,-8
65621,65621,16,2,-13
65622,65622,14,0,7
65623,65623,18,1,-6
65624,65624,17,1,-5
65625,65625,13,0,8
65626,65626,18,0,3
65627,65627,16,0,5
65628,65628,13,0,8
65629,65629,14,0,7
65630,65630,9,0,12
65631,65631,15,0,6
65632,65632,19,2,-16
65633,65633,20,0,1
65634,65634,16,0,5
65635,65635,11,1,1
65636,65636,14,2,-11
65637,65637,21,0,0
65638,65638,13,0,8
65639,65639,14,0,7
65640,65640,11,0,10
65641,65641,17,2,-14
65642,65642,16,0,5
65643,65643,20,1,-8
65644,65644,17,2,-14
65645,65645,14,1,-2
65646,65646,13,0,8
65647,65647,17,0,4
65648,65648,17,0,4
65649,65649,10,1,2
65650,65650,13,0,8
65651,65651,13,0,8
65652,65652,18,2,-15
65653,65653,18,0,3
65654,65654,11,0,10
65655,65655,11,0,10
65656,65656,18,0,3
65657,65657,13,0,8
65658,65658,14,2,-11
65659,65659,19,2,-16
65660,65660,17,1,-5
65661,65661,18,0,3
65662,65662,14,0,7
65663,65663,17,2,-14
65664,65664,17,1,-5
65665,65665,16,1,-4
65666,65666,13,1,-1
65667,65667,13,0,8
65668,65668,17,1,-5
65669,65669,14,1,-2
65670,65670,11,0,10
65671,65671,12,0,9
65672,65672,17,0,4
65673,65673,8,0,13
65674,65674,12,0,9
65675,65675,18,0,3
65676,65676,12,0,9
65677,65677,14,0,7
65678,65678,19,1,-7
65679,65679,19,0,2
65680,65680,22,1,-10
65681,65681,14,0,7
65682,65682,12,0,9
65683,65683,18,1,-6
65684,65684,18,0,3
65685,65685,18,1,-6
65686,65686,15,1,-3
65687,65687,12,0,9
65688,65688,17,0,4
65689,65689,18,1,-6
65690,65690,12,0,9
65691,65691,18,1,-6
65692,65692,12,0,9
65693,65693,10,0,11
65694,65694,17,1,-5
65695,65695,14,0,7
65696,65696,14,0,7
65697,65697,13,0,8
65698,65698,16,0,5
65699,65699,15,1,-3
65700,65700,14,0,7
65701,65701,7,0,14
65702,65702,22,0,-1
65703,65703,14,0,7
65704,65704,13,0,8
65705,65705,16,0,5
65706,65706,14,0,7
65707,65707,11,0,10
65708,65708,12,1,0
65709,65709,19,1,-7
65710,65710,12,0,9
65711,65711,15,1,-3
65712,65712,14,0,7
65713,65713,12,0,9
65714,65714,16,0,5
65715,65715,11,0,10
65716,65716,16,0,5
65717,65717,11,0,10
65718,65718,17,0,4
65719,65719,16,2,-13
65720,65720,14,0,7
65721,65721,19,0,2
65722,65722,10,0,11
65723,65723,8,0,13
65724,65724,16,0,5
65725,65725,12,1,0
65726,65726,10,0,11
65727,65727,7,0,14
65728,65728,14,0,7
65729,65729,21,2,-18
65730,65730,21,2,-18
65731,65731,14,1,-2
65732,65732,14,0,7
65733,65733,17,0,4
65734,65734,12,0,9
65735,65735,17,1,-5
65736,65736,14,0,7
65737,65737,17,0,4
65738,65738,18,0,3
65739,65739,8,0,13
65740,65740,14,0,7
65741,65741,12,1,0
65742,65742,17,0,4
65743,65743,17,0,4
65744,65744,11,0,10
65745,65745,15,0,6
65746,65746,17,0,4
65747,65747,16,1,-4
65748,65748,21,0,0
65749,65749,15,0,6
65750,65750,18,0,3
65751,65751,13,1,-1
65752,65752,9,0,12
65753,65753,12,0,9
65754,65754,9,0,12
65755,65755,15,1,-3
65756,65756,11,0,10
65757,65757,13,0,8
65758,65758,15,0,6
65759,65759,11,1,1
65760,65760,14,0,7
65761,65761,17,2,-14
65762,65762,15,1,-3
65763,65763,14,0,7
65764,65764,12,0,9
65765,65765,14,0,7
65766,65766,12,0,9
65767,65767,17,1,-5
65768,65768,9,0,12
65769,65769,13,0,8
65770,65770,12,0,9
65771,65771,13,1,-1
65772,65772,22,1,-10
65773,65773,15,2,-12
65774,65774,18,0,3
65775,65775,12,0,9
65776,65776,17,0,4
65777,65777,17,1,-5
65778,65778,12,0,9
65779,65779,20,0,1
65780,65780,16,0,5
65781,65781,15,0,6
65782,65782,19,0,2
65783,65783,26,1,-14
65784,65784,18,1,-6
65785,65785,12,0,9
65786,65786,18,1,-6
65787,65787,13,0,8
65788,65788,17,2,-14
65789,65789,8,0,13
65790,65790,10,0,11
65791,65791,20,0,1
65792,65792,11,0,10
65793,65793,19,1,-7
65794,65794,15,1,-3
65795,65795,14,0,7
65796,65796,12,0,9
65797,65797,14,0,7
65798,65798,18,1,-6
65799,65799,13,0,8
65800,65800,19,1,-7
65801,65801,12,0,9
65802,65802,12,0,9
65803,65803,11,0,10
65804,65804,10,0,11
65805,65805,16,0,5
65806,65806,13,0,8
65807,65807,13,0,8
65808,65808,21,0,0
65809,65809,10,0,11
65810,65810,12,0,9
65811,65811,12,0,9
65812,65812,17,1,-5
65813,65813,12,0,9
65814,65814,17,0,4
65815,65815,14,0,7
65816,65816,16,0,5
65817,65817,13,0,8
65818,65818,15,0,6
65819,65819,14,0,7
65820,65820,18,0,3
65821,65821,15,1,-3
65822,65822,13,2,-10
65823,65823,16,0,5
65824,65824,19,1,-7
65825,65825,8,0,13
65826,65826,13,0,8
65827,65827,10,0,11
65828,65828,12,1,0
65829,65829,15,1,-3
65830,65830,14,0,7
65831,65831,12,1,0
65832,65832,10,0,11
65833,65833,11,0,10
65834,65834,15,0,6
65835,65835,18,1,-6
65836,65836,23,1,-11
65837,65837,17,0,4
65838,65838,9,0,12
65839,65839,11,0,10
65840,65840,17,0,4
65841,65841,15,0,6
65842,65842,16,0,5
65843,65843,24,2,-21
65844,65844,15,1,-3
65845,65845,18,1,-6
65846,65846,8,0,13
65847,65847,14,1,-2
65848,65848,22,0,-1
65849,65849,14,1,-2
65850,65850,17,0,4
65851,65851,11,1,1
65852,65852,14,0,7
65853,65853,12,0,9
65854,65854,12,0,9
65855,65855,16,1,-4
65856,65856,16,0,5
65857,65857,12,0,9
65858,65858,14,0,7
65859,65859,21,0,0
65860,65860,16,1,-4
65861,65861,18,2,-15
65862,65862,16,0,5
65863,65863,15,2,-12
65864,65864,15,2,-12
65865,65865,13,0,8
65866,65866,16,0,5
65867,65867,12,0,9
65868,65868,13,0,8
65869,65869,12,0,9
65870,65870,13,0,8
65871,65871,14,0,7
65872,65872,13,0,8
65873,65873,22,0,-1
65874,65874,12,0,9
65875,65875,7,0,14
65876,65876,22,3,-28
65877,65877,16,0,5
65878,65878,16,1,-4
65879,65879,14,0,7
65880,65880,14,0,7
65881,65881,18,0,3
65882,65882,14,0,7
65883,65883,15,0,6
65884,65884,14,0,7
65885,65885,7,0,14
65886,65886,11,0,10
65887,65887,17,0,4
65888,65888,16,0,5
65889,65889,15,2,-12
65890,65890,18,0,3
65891,65891,18,1,-6
65892,65892,13,0,8
65893,65893,14,0,7
65894,65894,17,0,4
65895,65895,12,0,9
65896,65896,18,1,-6
65897,65897,14,0,7
65898,65898,11,1,1
65899,65899,10,1,2
65900,65900,12,0,9
65901,65901,14,0,7
65902,65902,19,0,2
65903,65903,14,0,7
65904,65904,16,1,-4
65905,65905,10,0,11
65906,65906,19,2,-16
65907,65907,12,0,9
65908,65908,13,0,8
65909,65909,17,0,4
65910,65910,17,0,4
65911,65911,13,0,8
65912,65912,13,2,-10
65913,65913,12,0,9
65914,65914,12,0,9
65915,65915,19,1,-7
65916,65916,16,0,5
65917,65917,14,2,-11
65918,65918,18,0,3
65919,65919,17,0,4
65920,65920,17,2,-14
65921,65921,14,0,7
65922,65922,13,0,8
65923,65923,22,0,-1
65924,65924,14,1,-2
65925,65925,18,0,3
65926,65926,11,0,10
65927,65927,14,0,7
65928,65928,16,0,5
65929,65929,16,2,-13
65930,65930,11,0,10
65931,65931,13,0,8
65932,65932,15,0,6
65933,65933,14,1,-2
65934,65934,12,0,9
65935,65935,17,0,4
65936,65936,24,1,-12
65937,65937,21,1,-9
65938,65938,19,2,-16
65939,65939,20,0,1
65940,65940,11,0,10
65941,65941,12,0,9
65942,65942,12,0,9
65943,65943,9,0,12
65944,65944,14,0,7
65945,65945,11,0,10
65946,65946,12,0,9
65947,65947,16,1,-4
65948,65948,13,1,-1
65949,65949,8,0,13
65950,65950,13,0,8
65951,65951,9,0,12
65952,65952,16,1,-4
65953,65953,12,0,9
65954,65954,18,1,-6
65955,65955,19,0,2
65956,65956,15,0,6
65957,65957,16,0,5
65958,65958,18,0,3
65959,65959,12,0,9
65960,65960,9,0,12
65961,65961,18,2,-15
65962,65962,15,1,-3
65963,65963,19,1,-7
65964,65964,14,1,-2
65965,65965,9,1,3
65966,65966,12,0,9
65967,65967,15,0,6
65968,65968,17,1,-5
65969,65969,10,0,11
65970,65970,19,1,-7
65971,65971,10,0,11
65972,65972,12,0,9
65973,65973,17,0,4
65974,65974,12,0,9
65975,65975,11,0,10
65976,65976,18,2,-15
65977,65977,19,1,-7
65978,65978,16,1,-4
65979,65979,20,0,1
65980,65980,19,0,2
65981,65981,17,0,4
65982,65982,13,0,8
65983,65983,14,2,-11
65984,65984,11,0,10
65985,65985,18,0,3
65986,65986,15,0,6
65987,65987,15,0,6
65988,65988,15,0,6
65989,65989,16,1,-4
65990,65990,10,1,2
65991,65991,15,1,-3
65992,65992,13,0,8
65993,65993,14,1,-2
65994,65994,17,1,-5
65995,65995,17,0,4
65996,65996,20,2,-17
65997,65997,15,1,-3
65998,65998,16,0,5
65999,65999,15,0,6
66000,66000,16,2,-13
66001,66001,11,0,10
66002,66002,15,0,6
66003,66003,21,0,0
66004,66004,17,0,4
66005,66005,11,0,10
66006,66006,12,0,9
66007,66007,19,2,-16
66008,66008,15,0,6
66009,66009,17,0,4
66010,66010,12,0,9
66011,66011,15,1,-3
66012,66012,18,0,3
66013,66013,20,0,1
66014,66014,19,0,2
66015,66015,16,0,5
66016,66016,14,0,7
66017,66017,15,0,6
66018,66018,12,0,9
66019,66019,13,1,-1
66020,66020,14,0,7
66021,66021,15,0,6
66022,66022,15,1,-3
66023,66023,17,0,4
66024,66024,14,0,7
66025,66025,11,0,10
66026,66026,14,0,7
66027,66027,18,1,-6
66028,66028,16,0,5
66029,66029,19,2,-16
66030,66030,18,2,-15
66031,66031,13,0,8
66032,66032,9,0,12
66033,66033,17,0,4
66034,66034,14,0,7
66035,66035,15,0,6
66036,66036,9,0,12
66037,66037,16,1,-4
66038,66038,20,0,1
66039,66039,13,0,8
66040,66040,19,0,2
66041,66041,14,1,-2
66042,66042,12,0,9
66043,66043,12,0,9
66044,66044,15,0,6
66045,66045,19,1,-7
66046,66046,18,0,3
66047,66047,14,0,7
66048,66048,23,0,-2
66049,66049,15,0,6
66050,66050,15,1,-3
66051,66051,14,0,7
66052,66052,15,0,6
66053,66053,19,2,-16
66054,66054,18,0,3
66055,66055,9,0,12
66056,66056,19,1,-7
66057,66057,16,1,-4
66058,66058,11,0,10
66059,66059,14,0,7
66060,66060,13,0,8
66061,66061,17,0,4
66062,66062,16,0,5
66063,66063,19,0,2
66064,66064,15,1,-3
66065,66065,17,1,-5
66066,66066,17,0,4
66067,66067,14,1,-2
66068,66068,11,0,10
66069,66069,14,0,7
66070,66070,17,1,-5
66071,66071,18,0,3
66072,66072,11,0,10
66073,66073,14,0,7
66074,66074,12,0,9
66075,66075,7,0,14
66076,66076,10,0,11
66077,66077,13,0,8
66078,66078,16,1,-4
66079,66079,11,0,10
66080,66080,15,0,6
66081,66081,11,0,10
66082,66082,14,0,7
66083,66083,11,0,10
66084,66084,11,0,10
66085,66085,17,1,-5
66086,66086,9,0,12
66087,66087,12,0,9
66088,66088,15,0,6
66089,66089,16,1,-4
66090,66090,18,0,3
66091,66091,14,0,7
66092,66092,13,0,8
66093,66093,16,1,-4
66094,66094,19,1,-7
66095,66095,16,0,5
66096,66096,20,1,-8
66097,66097,14,0,7
66098,66098,14,0,7
66099,66099,12,1,0
66100,66100,15,1,-3
66101,66101,12,0,9
66102,66102,18,0,3
66103,66103,14,0,7
66104,66104,15,0,6
66105,66105,12,0,9
66106,66106,27,4,-42
66107,66107,16,0,5
66108,66108,10,0,11
66109,66109,10,0,11
66110,66110,11,0,10
66111,66111,15,0,6
66112,66112,13,0,8
66113,66113,15,1,-3
66114,66114,9,1,3
66115,66115,14,1,-2
66116,66116,12,0,9
66117,66117,18,1,-6
66118,66118,11,0,10
66119,66119,19,1,-7
66120,66120,18,2,-15
66121,66121,19,1,-7
66122,66122,14,0,7
66123,66123,21,1,-9
66124,66124,21,0,0
66125,66125,7,0,14
66126,66126,15,1,-3
66127,66127,15,0,6
66128,66128,18,1,-6
66129,66129,12,0,9
66130,66130,13,1,-1
66131,66131,18,0,3
66132,66132,18,1,-6
66133,66133,14,0,7
66134,66134,16,0,5
66135,66135,18,0,3
66136,66136,10,0,11
66137,66137,14,0,7
66138,66138,15,1,-3
66139,66139,15,0,6
66140,66140,15,0,6
66141,66141,14,0,7
66142,66142,18,0,3
66143,66143,15,0,6
66144,66144,16,0,5
66145,66145,12,0,9
66146,66146,14,0,7
66147,66147,15,1,-3
66148,66148,18,3,-24
66149,66149,13,1,-1
66150,66150,12,1,0
66151,66151,16,0,5
66152,66152,7,0,14
66153,66153,17,0,4
66154,66154,13,0,8
66155,66155,8,1,4
